,All Causes,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Tuberculosis,STDs excluding HIV,Syphilis,Chlamydia,Gonorrhoea,Trichomoniasis,Genital herpes,Other STDs,HIV/AIDS,Diarrhoeal diseases,Childhood-cluster diseases,Whooping cough,Diphtheria,Measles,Tetanus,Meningitis,Encephalitis,Hepatitis,Acute hepatitis A,Acute hepatitis B,Acute hepatitis C,Acute hepatitis E,Parasitic and vector diseases,Malaria,African Trypanosomiasis,Chagas disease,Schistosomiasis,Leishmaniasis,lymphatic filariasis,Onchocerciasis,Cysticercosis,Echinococcosis,Dengue,Trachoma,Yellow fever,Rabies,Intestinal nematode infections,Ascariasis,Trichuriasis,Hookworm disease,Food-bourne trematodes,Leprosy,Other infectious diseases,Respiratory Infectious ,Lower respiratory infections,Upper respiratory infections,Otitis media,Maternal conditions,Neonatal conditions,Preterm birth complications,Birth asphyxia and birth trauma,Neonatal sepsis and infections,Other neonatal conditions,Nutritional deficiencies,Protein-energy malnutrition,Iodine deficiency,Vitamin A deficiency,Iron-deficiency anaemia,Other nutritional deficiencies,Noncommunicable diseases,Malignant neoplasms,Mouth and oropharynx cancers,Lip and oral cavity,Nasopharynx,Other pharynx,Oesophagus cancer,Stomach cancer,Colon and rectum cancers,Liver cancer,Liver cancer secondary to hepatitis B,Liver cancer secondary to hepatitis C,Liver cancer secondary to alcohol use,Other liver cancer,Pancreas cancer,"Trachea, bronchus, lung cancers",Melanoma and other skin cancers,Malignant skin melanoma,Non-melanoma skin cancer,Breast cancer,Cervix uteri cancer,Corpus uteri cancer,Ovary cancer,Prostate cancer,Testicular cancer,Kidney cancer,Bladder cancer,Brain and nervous system cancers,Gallbladder and biliary tract cancer,Larynx cancer,Thyroid cancer,Mesothelioma,"Lymphomas, multiple myeloma",Hodgkin lymphoma,Non-Hodgkin lymphoma,Multiple myeloma,Leukaemia,,Other neoplasms,Diabetes mellitus,"Endocrine, blood, immune disorders",Thalassaemias,Sickle cell disorders and trait,Other haemoglobinopathies and haemolytic anaemias,"Other endocrine, blood and immune disorders",Mental and substance use disorders,Depressive disorders,Major depressive disorder,Dysthymia,Bipolar disorder,Schizophrenia,Alcohol use disorders,Drug use disorders,Opioid use disorders,Cocaine use disorders,Amphetamine use disorders,Cannabis use disorders,Other drug use disorders,Anxiety disorders,Eating disorders,Autism and Asperger syndrome,Childhood behavioural disorders,Attention deficit/hyperactivity syndrome,Conduct disorder,Idiopathic intellectual disability,Other mental and behavioural disorders,Neurological conditions,Alzheimer disease and other dementias,Parkinson disease,Epilepsy,Multiple sclerosis,Migraine,Non-migraine headache,Other neurological conditions,Sense organ diseases,Cardiovascular diseases,Rheumatic heart disease,Hypertensive heart disease,Ischaemic heart disease,Stroke,Ischaemic stroke,Haemorrhagic stroke,"Cardiomyopathy, myocarditis, endocarditis",Other circulatory diseases,Respiratory diseases,Chronic obstructive pulmonary disease,Asthma,Other respiratory diseases,Digestive diseases,Peptic ulcer disease,Cirrhosis of the liver,Cirrhosis due to hepatitis B,Cirrhosis due to hepatitis C,Cirrhosis due to alcohol use,Other liver cirrhosis,Appendicitis,Gastritis and duodenitis,Paralytic ileus and intestinal obstruction,Inflammatory bowel disease,Gallbladder and biliary diseases,Pancreatitis,Other digestive diseases,Genitourinary diseases,Kidney diseases,Acute glomerulonephritis,Chronic kidney disease due to diabetes,Other chronic kidney disease,Benign prostatic hyperplasia,Urolithiasis,Other urinary diseases,Infertility,Gynecological diseases,Skin diseases,Musculoskeletal diseases,Rheumatoid arthritis,Osteoarthritis,Gout,Back and neck pain,Other musculoskeletal disorders,Congenital anomalies,Neural tube defects,Cleft lip and cleft palate,Down syndrome,Congenital heart anomalies,Other chromosomal anomalies,Other congenital anomalies,Oral conditions,Sudden infant death syndrome,Injuries,Unintentional injuries,Road injury,Poisonings,Falls,"Fire, heat and hot substances",Drowning,Exposure to mechanical forces,Natural disasters,Other unintentional injuries,Intentional injuries,Self-harm,Interpersonal violence,Collective violence and legal intervention
LVA,28.9,0.8,0.3,0.1,0.0,0.0,0.0,0.0,.,.,0.0,0.1,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,.,.,.,.,.,0.0,0.0,.,.,.,.,.,.,.,.,.,.,0.1,0.4,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,26.6,6.2,0.2,0.1,0.0,0.1,0.1,0.5,0.8,0.1,0.0,0.1,0.0,0.0,0.4,1.0,0.2,0.1,0.1,0.5,0.1,0.1,0.2,0.4,0.0,0.2,0.3,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.2,0.2,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.3,.,.,.,.,0.0,0.2,0.1,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.5,0.3,0.0,0.0,0.0,.,.,0.1,.,16.7,0.0,0.6,9.7,5.1,4.1,1.0,0.8,0.6,0.4,0.4,0.0,0.1,1.1,0.1,0.4,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.5,0.4,0.0,0.1,0.3,.,0.0,0.1,.,0.0,0.1,0.1,0.0,.,.,.,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,1.5,1.0,0.2,0.0,0.2,0.1,0.2,0.1,.,0.2,0.6,0.4,0.1,.
LBN,36.5,1.3,0.3,0.1,0.0,0.0,0.0,0.0,.,.,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,0.0,.,.,0.0,0.0,.,.,.,.,.,.,.,.,.,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.1,0.0,0.0,0.0,.,0.0,0.0,32.4,5.7,0.1,0.0,0.0,0.0,0.0,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.5,0.0,0.1,0.4,0.1,0.1,0.1,0.1,0.0,0.6,0.1,0.4,0.1,0.3,0.5,0.3,2.0,0.2,0.0,0.0,0.1,0.1,0.1,.,.,.,.,0.0,0.0,0.1,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,2.6,2.5,0.0,0.1,0.0,.,.,0.0,.,17.4,0.1,0.4,12.5,3.3,1.9,1.4,0.3,0.9,1.5,1.0,0.3,0.2,1.1,0.1,0.7,0.2,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,1.1,1.0,0.0,0.2,0.8,.,0.0,0.1,.,0.0,0.1,0.0,0.0,.,.,.,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.2,.,0.0,2.8,2.2,1.1,0.0,0.7,0.1,0.1,0.1,.,0.2,0.7,0.2,0.2,0.3
LSO,27.4,17.5,13.2,1.2,0.1,0.1,0.0,0.0,.,.,0.0,10.3,1.2,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,.,.,.,0.0,0.0,.,.,.,0.0,0.0,0.0,.,.,.,0.0,0.1,1.9,1.9,0.0,0.0,0.3,1.9,0.8,0.7,0.3,0.1,0.3,0.3,0.0,.,0.0,0.0,7.9,1.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.7,0.1,0.0,0.0,0.0,0.1,0.1,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.3,0.1,0.0,0.1,0.0,.,.,0.0,.,3.4,0.1,0.4,1.3,1.3,0.6,0.6,0.2,0.1,0.9,0.6,0.3,0.0,0.5,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.3,0.2,0.0,0.0,0.2,.,0.0,0.0,.,0.0,0.1,0.0,0.0,.,.,.,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.1,.,0.0,2.0,1.1,0.6,0.1,0.0,0.1,0.1,0.1,.,0.2,0.9,0.2,0.6,.
LBR,38.3,22.6,13.5,3.7,0.1,0.1,0.0,0.0,.,.,0.0,1.9,2.3,1.4,0.2,0.0,1.1,0.1,0.9,0.1,0.1,0.0,0.1,0.0,0.0,2.6,2.3,.,.,0.1,.,.,.,0.0,0.0,0.0,.,0.1,0.0,0.0,0.0,.,.,.,0.0,0.4,3.9,3.9,0.0,0.0,1.2,3.3,1.2,1.1,0.8,0.2,0.6,0.6,0.0,.,0.1,0.0,11.8,1.8,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.7,0.4,0.0,0.3,0.0,0.1,0.1,.,.,.,.,0.0,0.0,0.1,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.4,0.2,0.0,0.1,0.0,.,.,0.0,.,4.7,0.1,0.2,2.0,2.0,0.9,1.1,0.1,0.3,0.6,0.3,0.2,0.1,1.5,0.1,0.9,0.3,0.1,0.4,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.6,0.4,0.0,0.0,0.4,.,0.0,0.2,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.8,0.2,0.0,0.0,0.3,0.0,0.2,.,0.0,3.9,3.2,1.6,0.1,0.3,0.2,0.2,0.2,.,0.6,0.8,0.3,0.5,.
LBY,32.0,3.0,0.9,0.6,0.0,0.0,0.0,0.0,.,.,0.0,.,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,.,.,0.0,0.0,.,.,.,.,0.0,0.0,.,.,.,0.0,0.0,1.3,1.3,0.0,0.0,0.0,0.6,0.4,0.1,0.1,0.1,0.0,0.0,0.0,.,0.0,0.0,24.4,3.9,0.1,0.0,0.1,0.0,0.0,0.2,0.4,0.2,0.1,0.1,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.2,0.0,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.3,0.1,0.2,0.1,0.2,0.3,0.2,1.2,0.2,0.0,0.0,0.1,0.1,0.1,.,.,.,.,0.0,0.0,0.1,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,1.8,1.6,0.0,0.1,0.0,.,.,0.0,.,12.3,0.1,0.4,7.4,3.4,1.8,1.6,0.4,0.7,1.2,0.8,0.2,0.1,1.1,0.1,0.7,0.2,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,1.5,1.4,0.0,0.3,1.1,.,0.0,0.1,.,0.0,0.1,0.0,0.0,.,.,.,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.3,.,0.0,4.7,3.5,1.6,0.1,0.2,0.1,0.1,0.2,.,1.3,1.2,0.3,0.2,0.7
LTU,42.0,1.4,0.7,0.2,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,.,.,.,.,.,0.0,0.0,.,.,.,.,.,.,.,.,.,.,0.5,0.6,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,38.0,8.7,0.3,0.2,0.0,0.1,0.2,0.8,1.1,0.2,0.0,0.1,0.1,0.0,0.5,1.4,0.2,0.1,0.1,0.6,0.2,0.1,0.3,0.7,0.0,0.4,0.3,0.3,0.1,0.1,0.0,0.0,0.3,0.0,0.2,0.1,0.3,0.3,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.5,.,.,.,.,0.0,0.3,0.2,0.2,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.7,0.3,0.1,0.1,0.0,.,.,0.1,.,23.9,0.1,0.4,16.1,5.8,4.7,1.1,0.5,1.0,0.9,0.8,0.1,0.1,2.1,0.3,0.8,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.0,0.1,0.2,0.6,0.4,0.3,0.0,0.1,0.3,.,0.0,0.1,.,0.0,0.0,0.1,0.0,.,.,.,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,2.6,1.5,0.4,0.0,0.4,0.1,0.2,0.1,.,0.4,1.1,0.9,0.2,.
LUX,3.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,0.0,0.1,0.1,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,3.3,1.0,0.0,0.0,.,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,.,0.0,0.0,0.0,.,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.3,0.2,0.0,0.0,0.0,.,.,0.0,.,1.2,0.0,0.0,0.6,0.3,0.1,0.1,0.0,0.2,0.3,0.2,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.0,.,0.1,0.1,0.1,0.0,.
MDG,159.9,74.9,38.6,10.1,1.1,1.1,0.0,0.0,.,.,0.0,3.2,9.2,1.7,0.8,0.0,0.7,0.3,2.4,0.3,0.3,0.0,0.2,0.0,0.1,8.2,7.4,.,.,0.3,.,.,.,0.3,0.0,0.0,.,.,0.2,0.0,0.0,.,.,.,0.2,2.0,14.7,14.6,0.0,0.1,3.1,13.6,5.1,5.1,2.8,0.7,4.9,2.9,0.0,.,1.8,0.1,68.3,15.1,1.0,0.6,0.1,0.3,0.9,0.6,0.9,0.5,0.2,0.2,0.1,0.1,0.3,0.8,0.2,0.1,0.0,1.1,1.9,0.1,0.1,1.5,0.0,0.1,0.3,0.2,0.1,0.2,0.1,0.0,0.8,0.1,0.6,0.2,0.6,2.7,0.4,1.6,1.2,0.0,0.7,0.4,0.1,0.2,.,.,.,.,0.0,0.1,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,1.7,0.8,0.0,0.7,0.0,.,.,0.1,.,31.3,0.7,3.8,8.6,12.3,4.4,7.9,1.0,4.9,6.2,3.3,2.5,0.4,5.4,0.7,2.2,0.6,0.6,0.7,0.3,0.1,0.2,1.2,0.1,0.2,0.1,0.5,1.1,0.6,0.0,0.2,0.4,.,0.0,0.4,.,0.1,0.5,0.1,0.0,.,.,.,0.1,3.6,1.0,0.0,0.1,1.2,0.2,1.1,.,0.1,16.7,13.7,7.6,0.6,1.0,0.9,1.0,0.6,0.0,2.1,3.0,1.1,1.9,.
MWI,153.6,92.9,60.9,2.3,0.7,0.7,0.0,0.0,.,.,0.0,36.3,9.1,1.0,0.5,0.0,0.3,0.3,2.1,0.2,0.2,0.0,0.1,0.0,0.1,8.0,7.5,0.1,.,0.2,0.0,.,.,0.1,0.0,0.0,.,.,0.0,0.0,0.0,.,.,.,0.0,0.8,11.9,11.8,0.0,0.0,3.1,12.6,5.3,4.1,2.5,0.7,4.5,3.1,0.0,.,1.3,0.1,48.0,13.8,0.2,0.2,0.0,0.0,1.9,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.4,2.1,0.0,0.1,0.3,0.0,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.8,0.0,0.1,6.0,0.4,2.1,1.1,0.0,0.5,0.4,0.2,0.2,.,.,.,.,0.0,0.1,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,2.0,1.2,0.1,0.6,0.0,.,.,0.1,.,16.0,0.3,2.1,6.0,5.1,2.3,2.8,0.4,2.2,2.6,1.6,0.8,0.2,4.8,0.6,2.1,0.5,0.7,0.6,0.3,0.1,0.2,1.0,0.1,0.2,0.1,0.4,1.1,0.7,0.0,0.2,0.5,.,0.0,0.4,.,0.0,0.5,0.1,0.0,.,.,.,0.1,3.3,0.9,0.0,0.1,1.2,0.2,0.9,.,0.1,12.7,11.5,5.9,0.5,1.4,0.8,0.7,0.5,0.2,1.6,1.2,0.9,0.3,.
MYS,151.1,30.0,11.9,2.3,0.0,0.0,0.0,0.0,.,.,0.0,7.2,0.4,0.2,0.1,0.0,0.0,0.1,0.4,0.3,0.2,0.0,0.2,0.0,0.0,0.2,0.0,.,.,.,.,.,.,0.0,.,0.2,.,.,0.0,0.0,0.0,.,.,.,0.0,0.7,16.2,16.2,0.0,0.0,0.2,1.6,0.9,0.3,0.1,0.2,0.1,0.0,0.0,.,0.0,0.0,107.5,24.0,1.1,0.3,0.7,0.1,0.4,0.9,2.6,1.9,1.0,0.3,0.2,0.4,0.9,4.6,0.2,0.1,0.2,2.8,0.7,0.2,0.7,0.6,0.0,0.3,0.3,0.3,0.2,0.2,0.2,0.0,1.2,0.1,1.0,0.2,1.1,2.5,0.9,4.3,0.7,0.0,0.0,0.3,0.4,0.7,.,.,.,.,0.0,0.3,0.3,0.3,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,5.3,4.8,0.2,0.2,0.0,.,.,0.2,.,51.8,0.4,0.6,30.6,15.6,5.8,9.8,1.3,3.2,6.7,5.0,1.3,0.4,5.9,0.9,2.3,1.3,0.3,0.3,0.4,0.3,0.0,0.6,0.0,0.7,0.5,0.6,4.7,3.5,0.0,1.2,2.2,.,0.0,1.2,.,0.0,1.0,0.3,0.0,.,.,.,0.3,1.3,0.1,0.0,0.0,0.6,0.1,0.5,.,0.0,13.6,10.7,6.8,0.2,0.7,0.3,0.6,0.2,0.0,1.9,2.9,1.8,1.2,0.0
MDV,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,.,.,.,0.0,0.0,0.0,.,.,.,.,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.1,0.1,0.0,0.0,0.0,.,.,0.0,.,0.4,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,.
MLI,179.2,107.3,55.9,1.6,2.3,2.3,0.0,0.0,.,.,0.0,6.0,13.7,2.9,0.9,0.0,1.5,0.6,5.5,0.3,0.5,0.0,0.3,0.0,0.2,21.6,20.6,.,.,0.4,0.0,.,.,0.3,0.0,0.0,.,0.1,0.2,0.0,0.0,.,.,.,0.0,1.4,14.9,14.9,0.0,0.0,4.4,24.9,9.2,8.7,6.1,1.0,7.2,6.4,0.0,.,0.7,0.1,54.7,7.6,0.2,0.2,0.0,0.1,0.1,0.7,0.5,0.4,0.2,0.1,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.8,1.4,0.1,0.2,0.2,0.0,0.3,0.4,0.1,0.0,0.0,0.1,0.0,0.4,0.1,0.3,0.0,0.1,1.3,0.2,2.2,2.0,0.0,1.6,0.2,0.2,0.5,.,.,.,.,0.0,0.2,0.3,0.3,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,1.6,0.8,0.0,0.6,0.0,.,.,0.1,.,21.1,0.5,1.0,8.4,8.9,3.6,5.3,0.5,1.7,5.7,2.7,2.4,0.6,6.7,0.7,3.8,1.7,0.7,0.6,0.7,0.3,0.2,0.8,0.1,0.2,0.2,0.5,2.6,1.8,0.0,0.2,1.6,.,0.0,0.8,.,0.0,0.2,0.1,0.0,.,.,.,0.1,4.1,1.1,0.0,0.1,1.7,0.2,0.9,.,0.1,17.2,14.0,4.5,0.6,1.2,0.9,1.9,1.7,.,3.3,3.3,1.0,1.9,0.4
MLT,3.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,.,.,0.0,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,3.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.2,0.1,0.0,0.0,0.0,.,.,0.0,.,1.4,0.0,0.0,1.0,0.3,0.2,0.1,0.0,0.1,0.2,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,.
MRT,31.4,16.5,6.9,0.8,0.5,0.5,0.0,0.0,.,.,0.0,1.0,2.0,0.2,0.1,0.0,0.0,0.1,0.5,0.1,0.1,0.0,0.0,0.0,0.0,1.4,1.2,.,.,0.1,.,.,.,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.3,3.8,3.8,0.0,0.0,0.8,4.4,2.1,1.1,0.9,0.2,0.7,0.6,0.0,.,0.0,0.0,11.7,1.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.2,0.1,0.9,0.3,0.0,0.1,0.1,0.1,0.1,.,.,.,.,0.0,0.0,0.1,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.4,0.3,0.0,0.1,0.0,.,.,0.0,.,4.8,0.1,0.2,2.1,2.0,0.9,1.1,0.1,0.3,0.7,0.3,0.2,0.1,1.3,0.1,0.8,0.4,0.1,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.6,0.4,0.0,0.0,0.4,.,0.0,0.2,.,0.0,0.1,0.0,0.0,.,.,.,0.0,0.8,0.2,0.0,0.0,0.3,0.0,0.2,.,0.0,3.2,2.5,1.0,0.1,0.3,0.2,0.3,0.2,.,0.5,0.7,0.2,0.4,.
MUS,9.7,0.7,0.3,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.1,0.0,0.0,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,0.0,.,.,.,0.0,0.0,0.0,.,.,.,.,.,.,.,.,0.0,0.1,0.3,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,.,0.0,0.0,8.4,1.2,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.1,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.5,0.1,0.0,0.0,0.0,0.0,0.1,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.1,0.0,0.0,0.0,0.0,.,.,0.1,.,2.9,0.0,0.3,1.7,0.8,0.3,0.5,0.1,0.1,0.7,0.4,0.2,0.1,0.4,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.0,0.1,0.1,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.5,0.4,0.2,0.0,0.0,0.0,0.0,0.0,.,0.1,0.2,0.1,0.0,.
MEX,623.2,63.3,17.6,2.6,0.2,0.2,0.0,0.0,.,.,0.0,4.7,3.5,0.1,0.1,0.0,.,0.0,0.4,0.8,0.4,0.1,0.3,0.0,.,0.3,0.0,.,0.0,.,0.0,.,.,0.1,0.0,0.1,.,.,0.0,0.0,0.0,.,.,.,0.0,4.7,21.6,21.5,0.1,0.0,0.8,12.2,6.3,2.3,2.5,1.0,11.1,8.0,0.0,.,2.3,0.8,493.0,77.0,1.3,0.8,0.1,0.4,1.1,6.3,5.7,6.1,0.9,2.7,1.9,0.6,4.0,6.8,1.7,0.7,1.1,6.4,4.8,0.6,2.2,6.7,0.6,2.3,1.1,2.4,2.0,0.9,0.8,0.3,4.5,0.5,2.7,1.2,4.6,3.9,5.7,93.8,10.7,0.1,0.0,1.0,9.6,4.6,.,.,.,.,0.1,3.5,0.9,0.6,0.1,0.0,.,0.1,.,0.1,.,.,.,.,.,.,10.9,3.7,1.3,1.8,0.3,.,.,3.7,.,150.0,0.8,8.6,94.7,34.1,15.5,18.6,1.8,10.0,35.5,29.0,1.6,4.9,60.1,2.5,27.6,3.8,8.7,11.9,3.2,0.6,0.9,2.0,0.3,2.8,2.0,21.4,27.5,22.2,0.0,10.3,11.9,.,0.3,4.8,.,0.1,2.2,4.7,1.5,.,.,.,3.3,9.9,0.4,0.0,0.4,4.9,0.1,4.0,.,0.3,66.9,35.7,15.0,0.6,2.6,0.5,2.0,1.3,.,13.7,31.2,6.3,24.1,0.7
